text,cleaned_text,label
"I have owned this can opener now for several months and it is BY FAR the BEST can opener I have ever owned.  I have had probably 10 electric openers in my lifetime, but this is just wonderful.  It is smooth, super easy to attach the can, quiet, and does NOT splatter the contents of the can all over the opener when it's done cutting like all the other did!!!  The detachable parts make it sanitary too, you can put it in the dishwasher! I can't say enough about this opener....you will NOT be disappointed!!",owned opener several month far best opener ever owned probably 10 electric opener lifetime wonderful smooth super easy attach quiet not splatter content opener done cutting like detachable part make sanitary put dishwasher not say enough opener not disappointed,1
"This is a great kid's movie with a lot of characters and a great story plot. It's a good combination of a musical and a story with good characters and characters that do not make good choices :-) I would suggest not over thinking the story line, it's a kid's movie after all. And no its not all about the flying cars, believe me even a two year old is capable of appreciating more!",great kid movie lot character great story plot good combination musical story good character character not make good choice would suggest not thinking story line kid movie no not flying car believe even two year old capable appreciating,1
"Why oh why do they keep placing redneck Tim Allen in Christmas movies? He can't act and he is disgusting. I am ashamed at Jamie Lee Curtis for reducing herself to this garbage. I can understand Tim Allen thinking this was a good script, the producer probably mailed the script to him as a coloring book  with pictures...but I had higher expectations from Jamie Lee Curtis. I have to say I usually love her. But she was awful in this film. She is reduced to whining and crying. She does little else besides agreeing to everything her caveman husband tells her.  Tim Allen was awful from day one in his redneck Middle America sitcom, and to this day retains that disgusting, overweight, burping middle America character.
Why do they keep putting him in Christmas films? It really does nauseate me to no ends to see him playing Santa Claus.",oh keep placing redneck tim allen christmas movie not act disgusting ashamed jamie lee curtis reducing garbage understand tim allen thinking good script producer probably mailed script coloring book picture higher expectation jamie lee curtis say usually love awful film reduced whining cry little else besides agreeing everything caveman husband tell tim allen awful day one redneck middle america sitcom day retains disgusting overweight burping middle america character keep putting christmas film really nauseate no end see playing santa claus,0
"Bought this a month ago for use with my DX4330 kodak 3MP digital camera. It worked for 2 days.After that, everytime I on the camera, it wanted me to reformat the card,WTH is that?
Now I can't use it at all....
I'm always so confidence with my previous purchases from Amazon.One mistake I made,I threw away the shipping and product packages once I tested out the card, thought It worked and It would be OK.I can no longer return it now.
Needless to say,I'm too over confident with LEXAR's products.
Buyers beware...",bought month ago use dx4330 kodak 3mp digital camera worked day everytime camera wanted reformat card wth not use always confidence previous purchase amazon one mistake made threw away shipping product package tested card thought worked would ok no longer return needless say confident lexar product buyer beware,0
"This plate, the 10 inch is the normal size dinner plate, just so you know. It's easy to buy the wrong size with these because they come in so many sizes. My aunt has had the Winter Frost White as long as I can remember, and now I am slowly building my own collection. I love them - they are very light and strong. I tried throwing a plate on the kitchen floor and it is still intact. The material feels like a combination of porcelin and pyrex as weird as that sounds. They are so thin and light that I could probably carry at least 35 of them. This is perfect for your everyday meals. Highly recommended",plate 10 inch normal size dinner plate know easy buy wrong size come many size aunt winter frost white long remember slowly building collection love light strong tried throwing plate kitchen floor still intact material feel like combination porcelin pyrex weird sound thin light could probably carry least 35 perfect everyday meal highly recommended,1
"""This has been a story of an American soldier whose involvement in the making of the world's greatest dictionary was singular, astonishing, memorable and laudable - and yet at the same time wretchedly sad."" - Prologue.  Well, that certainly could have been the story.  But what it was was a history of the dictionary (as in ""the history of the horse"") with W.C. Minor's contributions finally gotten to on page 116 or so.  Winchester, the author of several other books I'll avoid, also seems to suffer from the common malady - or unwillingness - of not knowing how to end a book.  So the last fifty pages sink the poor reader into...the history of insanity/dimentia/Alzeihmer's, whatever you want to call what Minor suffered.  Whereas I should have shed a tear when the main character - assuming it wasn't a dictionary - was laid to rest at age 85, I was fairly glad to see him go.",story american soldier whose involvement making world greatest dictionary singular astonishing memorable laudable yet time wretchedly sad prologue well certainly could story history dictionary history horse minor contribution finally gotten page 116 winchester author several book avoid also seems suffer common malady unwillingness not knowing end book last fifty page sink poor reader history insanity dimentia alzeihmer whatever want call minor suffered whereas would tear main character assuming not dictionary laid rest age 85 fairly glad see go,0
"It is difficult to believe that such a slow and dull book could be written about such a compelling subject.  The reviewers who have lamented the short, choppy paragraphs that irritatingly jump from one scene to another, without benefit of full explanation or connection, are correct to scorn the overall poor writing that makes up this book.  I had to read some paragraphs several times and even then didn't understand what I was reading.  It was nearly impossible to picture most of the action in my mind, as it was mostly just a jumbled collection of facts and anecdotes that rambled on and on and on.  The description of the fire itself drags on chaotically for fifty tedious pages, which incited one yawn after another.  The book lacks any sense of focus and the author uses a very poor choice of words in many instances.  For example, the narrative is littered with sentences like: ""She made for the east exit...""  Okay, fine, but did she run, walk, crawl, hop, skip, jump, or fly to the east exit?  I just don't know what to picture there.  The word ""made"" says nothing descriptive and is therefor about the worst word that could have been chosen.  This type of problem occurs on every page of the book.  I haven't read anything else the author has written, so I hate to be so critical.  I wonder, however, why his editor didn't send his manuscript back to him with thousands of suggestions.  I felt as if I was reading a very hastily-prepared early draft.  I have read many gripping books about disasters and survival situations.  This just isn't one of them.  Compare ""The Circus Fire"" to ""Into Thin Air,"" ""Heart of the Sea,"" ""Batavia's Graveyard,"" or ""Ordeal by Hunger"" and you'll understand what I mean",difficult believe slow dull book could written compelling subject reviewer lamented short choppy paragraph irritatingly jump one scene another without benefit full explanation connection correct scorn overall poor writing make book read paragraph several time even not understand reading nearly impossible picture action mind mostly jumbled collection fact anecdote rambled description fire drag chaotically fifty tedious page incited one yawn another book lack sense focus author us poor choice word many instance example narrative littered sentence like made east exit okay fine run walk crawl hop skip jump fly east exit not know picture word made say nothing descriptive therefor worst word could chosen type problem occurs every page book not read anything else author written hate critical wonder however editor not send manuscript back thousand suggestion felt reading hastily prepared early draft read many gripping book disaster survival situation not one compare circus fire thin air heart sea batavia graveyard ordeal hunger understand mean,0
"Once again, Jasper Fforde has created a story that is brilliantly written, perfectly blending English literature with wit.

The book continues the story of Thursday Next by creating a new conflict, as well as making connections with the previous Thursday Next novels, adding a deeper level to the reading.

Highly recommended reading, but I also recommend you read the series in order",jasper fforde created story brilliantly written perfectly blending english literature wit book continues story thursday next creating new conflict well making connection previous thursday next novel adding deeper level reading highly recommended reading also recommend read series order,1
"They do what they hold themselves out to do.  And considering how hard its been finding these items, who can complain",hold considering hard finding item complain,1
"Maybe it was me, but I kept wanting this book to work and it just never grabbed me and I had to put it down.  It was almost aggravating",maybe kept wanting book work never grabbed put almost aggravating,0
"I bought this DVD becuase I really wanted to learn the dance moves in ""You Got Served"" and was extremely disappointed.  The only routines they teach you are from the people who lost the dance battles in the movie and why you would want to learn those, I don't know.  The freestlye section at the end is fun to watch, but this is neither a good workout nor a good hip hop dance video",bought dvd becuase really wanted learn dance move got served extremely disappointed routine teach people lost dance battle movie would want learn not know freestlye section end fun watch neither good workout nor good hip hop dance video,0
"I've read some of the other reviews, and I couldn't disagree more.  This book is not a page-turner.  I found myself skipping over whole sections of prose because they were boring and sometimes needless.  The story is straighforward.  Hardly any surprises.  Hardly any twists or turns.  Bad guys are always bad guys.  Good guys are always good guys.  There's no hidden agenda lurking through the story.  The blue rose is a natural anomaly.  The people who really want it -- the people willing to steal and kill for it -- are conveniently identified as people willing to steal and kill for the blue rose.  There's no ""mystery"" here really.  It's just a matter of getting to the end of the book",read review could not disagree book not page turner found skipping whole section prose boring sometimes needless story straighforward hardly surprise hardly twist turn bad guy always bad guy good guy always good guy no hidden agenda lurking story blue rose natural anomaly people really want people willing steal kill conveniently identified people willing steal kill blue rose no mystery really matter getting end book,0
"I love Leslie Nielsen, but this movie is not funny. His better movies are Wrongfully Accused and the Naked Gun movies",love leslie nielsen movie not funny better movie wrongfully accused naked gun movie,0
"I have used a Brita filter water pitcher for many years, and I love it! The directions clearly state not to use hot water, and the filter snaps into place in order for the water to filter through properly. When my daughter visits, she says, &quot;I'd like a glass of Brita water!&quot; :",used brita filter water pitcher many year love direction clearly state not use hot water filter snap place order water filter properly daughter visit say quot would like glass brita water quot,1
"I am very happy with this product. It folds super slim, so traveling with it is a breeze! Pretty good sound - not Bose quality, but for the price, very respectable! I've had it almost a year, and it has been along on many weekend get-aways, and works great. I use it alot, so it was a good purchase for me",happy product fold super slim traveling breeze pretty good sound not bose quality price respectable almost year along many weekend get aways work great use alot good purchase,1
"I bought this on 8/4/06.  When I first got the coffee maker, I ran plain water through the machine to get the plastic smell out.  Afterwards, the machine still smelled like plastic, now I've ran vinegar through the machine and still no help.  The horrible plastic smell is still there.  Baking soda is no use also.  The only thing I've not used is bleach.  If you don't mind the plastic smell then this is a good small machine that works well with most coffee cups.  Makes really hot cups of coffee and none of the leaking problems",bought 06 first got coffee maker ran plain water machine get plastic smell afterwards machine still smelled like plastic ran vinegar machine still no help horrible plastic smell still baking soda no use also thing not used bleach not mind plastic smell good small machine work well coffee cup make really hot cup coffee none leaking problem,0
"I'm a huge Suz fan ... but I really think she missed the boat on this one.  Her style has changed since she moved to hardcover & this book just fell flat for me.  The secondary storyline or FBI agent Jules was much more enjoyable than the lead couple Cosmo & Jane.  Didn't like her at all & Cosmo lost his ""Seal-ness"" somewhere along the way.  Not a re-read for me",huge suz fan really think missed boat one style changed since moved hardcover book fell flat secondary storyline fbi agent jules much enjoyable lead couple cosmo jane not like cosmo lost seal ness somewhere along way not read,0
"Oh.... my.... God!!!! There is another Patricia Kennealy running mad through the streets and shouting about high schoolish love fantasies that exist only in her mind. I thought one Patricia was enough. But after reading this book, I am faced with the frightening realization that there are TWO of them!

Also, what I find very disturbing is that this version of Patricia may be even daffier than the original version. After reading just 6 or 7 pages of this hallucination horror show it was evident to me that the author is suffering from a case of Patriciaitis and a dose of Kennealyism.

By the 40th page I was searching for my red slippers so I could click them together and get back to Kansas. Or anywhere else, as long as my copy of this book didn't make the trip with me. A pack of lies and a waste of paper and time. I would rather read Mary Poppins than wade through this endless journey of rubble.",oh god another patricia kennealy running mad street shouting high schoolish love fantasy exist mind thought one patricia enough reading book faced frightening realization two also find disturbing version patricia may even daffier original version reading page hallucination horror show evident author suffering case patriciaitis dose kennealyism 40th page searching red slipper could click together get back kansa anywhere else long copy book not make trip pack lie waste paper time would rather read mary poppins wade endless journey rubble,0
"A must for any afterlife library.The chapter entitled ""Mothers Chapter"" is worth the price of the book alone. I know it will be hard to put this book down. A delightful 2 day read",must afterlife library chapter entitled mother chapter worth price book alone know hard put book delightful day read,1
"I have had this for 2years now and what a waste of money it has been. I have used this a few of times before I decided to toss them.  This set was a disaster.  The parer is dull period and the peeler peels off much more than just the skin, you lose almost 20%(no exaggeration) of the fruit or the vegetable",2years waste money used time decided toss set disaster parer dull period peeler peel much skin lose almost 20 no exaggeration fruit vegetable,0
"My kitchen is entirely Kitchenaid, so I was very excited when Kitchenaid released their silicone bakeware line. I love the color and the way they clean up very nicely. I also love that they do not get scratched or clank around in my cupboards. However, I have noticed that when I bake in these, I can smell the silicone. It even dominates over the smell of the cake or bread that I am making! I have also noticed (especially with this bread pan) that the silicone gives your dessert a slight silicone taste. I own the muffin pans, so I use paper baking cups to prevent this from happening, but with the loaf pan, there is no way around it.",kitchen entirely kitchenaid excited kitchenaid released silicone bakeware line love color way clean nicely also love not get scratched clank around cupboard however noticed bake smell silicone even dominates smell cake bread making also noticed especially bread pan silicone give dessert slight silicone taste muffin pan use paper baking cup prevent happening loaf pan no way around,0
"This is a story of the lives of 5 people who attended college with the author during the early 1980s in post cultural revolution China.  The 5 people live relatively miserable lives, touched by official corruption and incompetence (with the exception of one who benefits handsomely).  China is portrayed as a country filled with desperate people lacking any morality, with widespread corruption, and widespread incompetence.  This view is difficult to reconcile with the economic development and obvious progress that has occurred there in the past 20 years.  This book is an interesting read as gossip often can be, but it is doubtful the 5 people portrayed represent present day China",story life people attended college author early 1980s post cultural revolution china people live relatively miserable life touched official corruption incompetence exception one benefit handsomely china portrayed country filled desperate people lacking morality widespread corruption widespread incompetence view difficult reconcile economic development obvious progress occurred past 20 year book interesting read gossip often doubtful people portrayed represent present day china,0
"I bought this DVD after watching Jessica Simpson's latest music video ""These boots are made for walkin'"". I thought her Reality Tour Live will have some catchy songs and video but was very disappointed. May be OK for those who just want to watch Jessica sing",bought dvd watching jessica simpson latest music video boot made walkin thought reality tour live catchy song video disappointed may ok want watch jessica sing,0
"I cannot recall a time when I did not love this hilarious movie, which is my favourite from the 1980's by far. The superb Bette Midler and Lily Tomlin enjoy a magical screen chemistry in ""Big Business"",that reminds me of some of the great comedy teams from Hollywood's Golden Age. A total laugh feast from start to finish this film strangely doesn't seem to have a high profile as comedies go however it is recommended viewing for anyone wanting a good old fashioned belly laugh and to see a comedy with probably the highest number of side splitting one liners in living memory. The premise of identical twins being mixed up at birth and meeting years later creating amusing complications is a tried and try formula for comedy however in ""Big Business"", it is given a new freshness by the two leads who literally fly away with the material here creating an unforgettable romp that takes us from humble Jupitor Hollow to the height of New York's business world.

The story begins in a flash back when wealthy New Yorkers Hunt and Binky Shelton are passing through rural backwater Jupitor Hollow when Binky goes into labour. At the same time locals Garth and Iona Ratliff also are expecting and both women give birth at the same moment and both produce twins which are not only given the same names of Sadie and Rose but are also mixed up. We move forward forty years to where Sadie Shelton is the corporate head of Moramax that is wanting to off load its ownership of Holomade, the local industry in Jupitor Hollow. Getting wind of their plans the militant Jupitor Hollow resident Rose Ratliff decides to go fight these ""Pinstriped Trouser Snakes"", on their own territory and Sadie eagerly follows along anxious to get out of boring Jupitor Hollow. Through a mix up they end up staying in the Plaza Hotel unknowingly right next door to their city twins where they discover such wonders as ""sinks in the living room"", and ""soaps in the shapes of swans""! Complication piles on top of complication as Sadie Shelton's ex husband Michael (Barry Primus), can't believe the transformation when he mistakes the rural Sadie for his hard nosed wife and Jay Marshall(Michael Gross), can't for the life of him understand why Rose (Ratliff) is being so hostile towards him when he believes he is talking to demure Rose (Shelton). All comes to a head in the ladies room of all places where in a classic scene both sets of twins finally encounter each other and realise that there was a mix up at birth and that the two Sadie's are really the city Sheltons while the two Rose's are really the twins meant to be in Jupitor Hollow. The fast approaching stock holders meeting really puts the girls to the test when Sadie (Shelton), is locked up in a closet to prevent her from selling off her birthplace and its up to Sadie (Ratliff), to put all her watching of her idol Alexis Carrington in ""Dynasty"", to good use when in a hilarious moment she has to take over the meeting and turn the vote around from allowing Jupitor Hollow to be strip mined which she does beautifully. 

Classic comedy if ever there was in my book and it reminds me of the antics of the pair of identical cousins, on the classic 1960's comedy series ""The Patty Duke Show"". I dont think I've ever seen Bette Midler in finer form than in ""Big Business"". Her comic timing and facial expressions are first rate and her switch from playing the hard as nails Sadie Shelton who's all ""hostile takeovers"" to the naive and totally impressionable country bumpkin Sadie Ratliff who only wants to be able to say ""keep the change!"" is a revelation and will send you into tail spins of laughter. Her classic mirror sequence with her ""twin"", is a total riot and her statement that ""this whole thing has got UFO written all over it!"",will have you breaking up with laughter. Equally Lily Tomlin as both country activist Rose Ratcliff, ""I'm gonna go kick some snooty New York Ass!"", and as Rose Shelton the awkward out of place city girl ""I hate shopping and I hate New York in June!"",is also top rate. Her rejection of Jay's engagement ring as a supposed ""bribe"" and when she then refers to the poor puzzled man as a ""great big belly scraping pile of cow plop!"", is one of the absolute comic highlights of the whole movie and is a scene I never tire of replaying a dozen times with each screening I have of this movie. Of course with the two sets of twins winding up both staying in adjoining suites at New York's Plaza Hotel there are many hilarious moments when outsiders get the pairs mixed up. Two of my favourites are the unfortunate desk clerk's (Joe Grifasi), continual mixing up of Sadie Shelton/Ratliff which results in his receiving a broken jaw instead of the passionate night of love making he imagined, and especially Fabio Alberici's (Michele Placido), total confusion about just who are the women who he is supposed to be doing business with - one minute they are corporate killers, the next ladies too afraid to pick up a car phone! The hilarious crossovers of characters walking in one door and coming out as another is beautifully played out in the breakfast room scenes when both women (one from the country and the other from the city), seemingly sit down for two breakfasts each much to the total confusion of each other and also the staff. It is however the unforgettable one liners that are liberally sprinkled throughout the script that create the greatest laughs and congratulations have to go to both Bette Midler and Lily Tomlin for making them seem just as fresh and funny on the tenth screening as on the first. Classics like: ""Im gonna dip him in flour and fry him in his own grease!"",""Oh my God it's so COSMOpolitan"", ""Oh sure its full of crowds, smog, sex fiends, and white slavers, it's a pistol, I've got about as much use for it (New York), as a Toad has for spit pearls!"", ""Computer chips, they've got their ways!"", and ""Have you got your brains and your balls in your briefcase?"", are guaranteed to crack you up with laughter as each new misunderstanding presents itself in the convoluted script. 

Total escapism perhaps but this comedy never fails to get me laughing and coming back for more. It is a real pity that ""Big Business"", so far has marked the only time that Bette Midler and Lily Tomlin have worked together as the pair combine so well and would be wonderful together again in some other comedy vehicle. This film is a true comic treasure and can be enjoyed by all ages. I've been introducing it to my friends and family for years and the film now has many people as devoted and fanatical about it as I am! So I'd say to you that unless you have your brains and your balls in your briefcase get out there and find yourself a copy of this classic film soon if you haven't already. You wont regret it for one minute if only to enjoy these two comic legends, in Bette Midler and Lily Tomlin battling it out in a country values vs city profits laugh feast in ""Big Business"". Enjoy!",not recall time not love hilarious movie favourite 1980 far superb bette midler lily tomlin enjoy magical screen chemistry big business reminds great comedy team hollywood golden age total laugh feast start finish film strangely not seem high profile comedy go however recommended viewing anyone wanting good old fashioned belly laugh see comedy probably highest number side splitting one liner living memory premise identical twin mixed birth meeting year later creating amusing complication tried try formula comedy however big business given new freshness two lead literally fly away material creating unforgettable romp take u humble jupitor hollow height new york business world story begin flash back wealthy new yorkers hunt binky shelton passing rural backwater jupitor hollow binky go labour time local garth iona ratliff also expecting woman give birth moment produce twin not given name sadie rose also mixed move forward forty year sadie shelton corporate head moramax wanting load ownership holomade local industry jupitor hollow getting wind plan militant jupitor hollow resident rose ratliff decides go fight pinstriped trouser snake territory sadie eagerly follows along anxious get boring jupitor hollow mix end staying plaza hotel unknowingly right next door city twin discover wonder sink living room soap shape swan complication pile top complication sadie shelton ex husband michael barry primus not believe transformation mistake rural sadie hard nosed wife jay marshall michael gross not life understand rose ratliff hostile towards belief talking demure rose shelton come head lady room place classic scene set twin finally encounter realise mix birth two sadie really city sheltons two rose really twin meant jupitor hollow fast approaching stock holder meeting really put girl test sadie shelton locked closet prevent selling birthplace sadie ratliff put watching idol alexis carrington dynasty good use hilarious moment take meeting turn vote around allowing jupitor hollow strip mined beautifully classic comedy ever book reminds antic pair identical cousin classic 1960 comedy series patty duke show not think ever seen bette midler finer form big business comic timing facial expression first rate switch playing hard nail sadie shelton hostile takeover naive totally impressionable country bumpkin sadie ratliff want able say keep change revelation send tail spin laughter classic mirror sequence twin total riot statement whole thing got ufo written breaking laughter equally lily tomlin country activist rose ratcliff going go kick snooty new york as rose shelton awkward place city girl hate shopping hate new york june also top rate rejection jay engagement ring supposed bribe refers poor puzzled man great big belly scraping pile cow plop one absolute comic highlight whole movie scene never tire replaying dozen time screening movie course two set twin winding staying adjoining suite new york plaza hotel many hilarious moment outsider get pair mixed two favourite unfortunate desk clerk joe grifasi continual mixing sadie shelton ratliff result receiving broken jaw instead passionate night love making imagined especially fabio alberici michele placido total confusion woman supposed business one minute corporate killer next lady afraid pick car phone hilarious crossover character walking one door coming another beautifully played breakfast room scene woman one country city seemingly sit two breakfast much total confusion also staff however unforgettable one liner liberally sprinkled throughout script create greatest laugh congratulation go bette midler lily tomlin making seem fresh funny tenth screening first classic like going dip flour fry grease oh god cosmopolitan oh sure full crowd smog sex fiend white slaver pistol got much use new york toad spit pearl computer chip got way got brain ball briefcase guaranteed crack laughter new misunderstanding present convoluted script total escapism perhaps comedy never fails get laughing coming back real pity big business far marked time bette midler lily tomlin worked together pair combine well would wonderful together comedy vehicle film true comic treasure enjoyed age introducing friend family year film many people devoted fanatical would say unless brain ball briefcase get find copy classic film soon not already not regret one minute enjoy two comic legend bette midler lily tomlin battling country value v city profit laugh feast big business enjoy,1
"I've had the X2 for roughly 14 months. The X2 was used for watching movies (about once every 2 weeks) and big sports event (NCAA/NFL finals.. etc). The unit worked up to about 1200 hrs, then the lamp blew. I was hoping to get to at least 1500 hrs before the lamp went out. 

Good picture quality for the price (799) but short lamp life (get extended warranty). Check other units first",x2 roughly 14 month x2 used watching movie every week big sport event ncaa nfl final etc unit worked 1200 hr lamp blew hoping get least 1500 hr lamp went good picture quality price 799 short lamp life get extended warranty check unit first,0
"This volume gets right to the heart of the plot, and raises important questions. Who really is Gohda? Where is the next refugee threat coming from? Who tried to kill the Prime Minster, and what roll does he play in the Individual Eleven? Is there a terrorist virus causing another stand alone complex? Can Togusa finds his way clear of criminal charges? Also, we all know The Major, but what of her past?

Disc: 4 episodes in Dolby Digital 5.1 Surround Sound (English and Japanese)

Episodes:
1. Ambivalence
2. Trial
3. Affection
4. Selecon

Upcoming Releases:
Ghost in the Shell: SAC Official Log 1 - scheduled release date 10/25/05
Ghost in the Shell: SAC 2nd GIG Vol. 3 - scheduled release date 1/26/06

NOTE - If you see any anime items for sale that seem to cheap, they are BOOTLEGS. DO NOT BUY!",volume get right heart plot raise important question really gohda next refugee threat coming tried kill prime minster roll play individual eleven terrorist virus causing another stand alone complex togusa find way clear criminal charge also know major past disc episode dolby digital surround sound english japanese episode ambivalence trial affection selecon upcoming release ghost sac official log scheduled release date 10 25 05 ghost sac 2nd gig vol scheduled release date 26 06 note see anime item sale seem cheap bootleg not buy,1
"Every store should have a DVD shredder for movies that suck. Rental stores should offer refund upon return of this movie and immediately throw it away. Adding Darryl Hannah and Denise Richards to an already horrible story line just to sell DVDs is a disgrace. Trying to do 80's style cinematography to add artistry and color just made this movie suck more. Maybe the book version tells a different story if there is one. Save your time, money and eyesight by avoiding this storyless video.",every store dvd shredder movie suck rental store offer refund upon return movie immediately throw away adding darryl hannah denise richards already horrible story line sell dvd disgrace trying 80 style cinematography add artistry color made movie suck maybe book version tell different story one save time money eyesight avoiding storyless video,0
"What I like about this book is that the tone is just right for a self-conscious preteen boy who has more questions than answers but is too embarrassed to ask anybody. Leave this book in his room or in the bathroom without making a big deal of it, and I bet he'll take a look inside. Some books are so clinical; others don't provide enough information. This one gets it right--at least for your basic seventh or eighth grader. As someone who has been writing for girls for years, I'm always curious about what is out there for boys, and I like Daldry's style.
Carol Weston, author of Girltalk: All the Stuff Your Sister Never Told You",like book tone right self conscious preteen boy question answer embarrassed ask anybody leave book room bathroom without making big deal bet take look inside book clinical others not provide enough information one get right least basic seventh eighth grader someone writing girl year always curious boy like daldry style carol weston author girltalk stuff sister never told,1
"So I bought this movie because some of the reviews said that the acting was terrible but the dancing was amazing.  
Well, anyone who thinks that the salsa dancing in this movie is amazing, awesome, good, or ok, has never actually SEEN salsa dancing!!
I am a salsa dancer, and this movie was HORRIBLE!!!  I have seen amazing dancing, and good dancing.  This was TERRIBLE dancing!  And there was hardly any salsa!
It was 80s dancing to salsa music!  That's IT.  The only time there was actually salsa dancing was when the main character was training with the club owner.  Other than that, it was just 80s dancing to salsa music.  That's it.  
If you want to see salsa dancing, I DEFINITELY DO NOT recommend this movie.  
If you want to see horrible acting, and old 80s dancing, then I recommend this movie...
There was only one thing that I liked about this movie.  The appearances made by Tito Puente and Celia Cruz.  That was great to see, but not worth buying the movie for....  
Oh, and the story line?  What was it again????  
Yeah...
I love movies, good ones and bad ones.
But this one???  The WORST movie I have seen so far...

To the best of my knowledge, there aren't actually any movies with really good salsa dancing. 
Hopefully, someday, there will be",bought movie review said acting terrible dancing amazing well anyone think salsa dancing movie amazing awesome good ok never actually seen salsa dancing salsa dancer movie horrible seen amazing dancing good dancing terrible dancing hardly salsa 80 dancing salsa music time actually salsa dancing main character training club owner 80 dancing salsa music want see salsa dancing definitely not recommend movie want see horrible acting old 80 dancing recommend movie one thing liked movie appearance made tito puente celia cruz great see not worth buying movie oh story line yeah love movie good one bad one one worst movie seen far best knowledge not actually movie really good salsa dancing hopefully someday,0
"Since I am a World's Fair ""fanatic"" I have read almost everything that I can on the subject. In general, this is an interesting and well researched book. The author has apparently attended most of the expositions that he writes about. However, I must point up three rather glaring errors in the book. In describing the Louisiana World Expo of 1984 he states that the unbuilt symbol tower was supposed to be ""80 feet tall,just 150 feet shorter than the Eiffel Tower."" Since the Eiffel Tower is actually over 900 feet tall,the New Orleans fair tower would have had to have been at least 800 feet tall.This may have been a typo which the author did not catch in time.The other error states that the US Pavilion at the Brussels World's Fair of 1958 was a ""large,squat,round concrete block structure."" It was indeed large and round, but not squat and not made of concrete blocks.According to the excellent book about Edward Durrell Stone, the architect of the pavilion,the outer walls consisted of large aluminum panels which were latticed in intricate designs so that the interior would be flooded with natural light. I have seen photos of the US Pavilion, and it seems a beautiful and airy structure to me. (In comparison to the Soviet Pavilion, which resembled a large refrigerator!) Thirdly, the Spokane Expo of 1974 was not the first time that the U.S.S.R. exhibited at a U.S. expo. They had a large pavilion at the New York World's Fair of 1939. All in all, however, I would recommend this book to anyone who is interested in the history of World's Fairs",since world fair fanatic read almost everything subject general interesting well researched book author apparently attended exposition writes however must point three rather glaring error book describing louisiana world expo 1984 state unbuilt symbol tower supposed 80 foot tall 150 foot shorter eiffel tower since eiffel tower actually 900 foot tall new orleans fair tower would least 800 foot tall may typo author not catch time error state u pavilion brussels world fair 1958 large squat round concrete block structure indeed large round not squat not made concrete block according excellent book edward durrell stone architect pavilion outer wall consisted large aluminum panel latticed intricate design interior would flooded natural light seen photo u pavilion seems beautiful airy structure comparison soviet pavilion resembled large refrigerator thirdly spokane expo 1974 not first time exhibited expo large pavilion new york world fair 1939 however would recommend book anyone interested history world fair,1
"These are some great headphones, BUY THEM FROM SOMEWHERE ELSE! I chose to buy them here because of the lower price, big mistake, what I recieved wasen't the item picutered. I don't know if there an older version or some knock-offs, the sound is ok... but there very cheaply made and theres something wrong with the hinges they don't fold properly. I have an average size head and even fully extended to put them on you have to warp the headband to the point that it looks like its about to break. Returned them and spent the extra 20 bucks to buy them from the actual site",great headphone buy somewhere else chose buy lower price big mistake recieved wasen item picutered not know older version knock offs sound ok cheaply made something wrong hinge not fold properly average size head even fully extended put warp headband point look like break returned spent extra 20 buck buy actual site,0
"I bought this coffee maker, because some people gave it high recommendation here. I think I wasted my money.
It worked only for a couple of days. Finally, it just stopped working and I had to push the button at least three times in order to collect a small cup of coffee. That is ridiculous for an expensive coffee maker priced at $80 above. It makes me feel that this Japanese coffee maker is like Sony-made products, having a fancy looking but lousy quality.
Save your money for some other coffe makers, and avoid this one",bought coffee maker people gave high recommendation think wasted money worked couple day finally stopped working push button least three time order collect small cup coffee ridiculous expensive coffee maker priced 80 make feel japanese coffee maker like sony made product fancy looking lousy quality save money coffe maker avoid one,0
"Like everyone of you, I am crazy about my toddler.  I got this book and the book of Wendy S. Masi' Toddlers Play.  The comarison: day and night. Kuffners book might have 365 activities, but it really bad organized.  I am a first time parent, so I need some help/guidance; thsi is why I baught this bbok.  

There is nothing to guide me on which activity is for what age group, so I don't know if an activity is for 18 months or 24 or 12 months- ie amI challenging my toddler, am I boring him or amI providing him with the right fun activity for his age??? Some of the activities are too obvious- it seems like the author wrote down anything she could think of just to fill in 365 activities in the bookl and there is you see the author's luck of creativity and/or knowledge of the subject.  Also the descriptiosn are very brief with limited illustrations.

I really don't understand why anyone will give 5 stars to this book.  I don't care about the money I spent for the book.  I care that I ended up with something that I can not really use to provide my toddler with fun.  For that reason I strongly recommend the othe rbook (Wendy S. Masi's book).  Yes it has 100 instea dof 365 activities, but it is colorfull, easy and pleasant to read and each activity is marked by an ege indicator.  Look at the 'look inside' of both these books and you will see what I mean.

Good luck + have lost of fun with your toddler(s)!!",like everyone crazy toddler got book book wendy masi toddler play comarison day night kuffners book might 365 activity really bad organized first time parent need help guidance thsi baught bbok nothing guide activity age group not know activity 18 month 24 12 month ie ami challenging toddler boring ami providing right fun activity age activity obvious seems like author wrote anything could think fill 365 activity bookl see author luck creativity knowledge subject also descriptiosn brief limited illustration really not understand anyone give star book not care money spent book care ended something not really use provide toddler fun reason strongly recommend othe rbook wendy masi book yes 100 instea dof 365 activity colorfull easy pleasant read activity marked ege indicator look look inside book see mean good luck lost fun toddler,0
